match_date,season,team,opponent,rating_before,rating_after,result,event
2024-05-25,2024,ARG,GER,2856.56,2863.90,W,Nations League 2024
2024-05-25,2024,GER,ARG,2660.88,2653.54,L,Nations League 2024
2024-05-25,2024,CUB,IRI,2763.16,2772.58,W,Nations League 2024
2024-05-25,2024,IRI,CUB,2743.01,2728.88,L,Nations League 2024
2024-05-25,2024,UKR,CZE,2732.03,2716.51,L,Liga Europeia 2024
2024-05-25,2024,CZE,UKR,2720.13,2735.64,W,Liga Europeia 2024
2024-05-25,2024,FIN,EST,2567.13,2584.68,W,Liga Europeia 2024
2024-05-25,2024,EST,FIN,2626.87,2609.31,L,Liga Europeia 2024
2024-05-25,2024,POR,CRO,2587.37,2573.61,L,Liga Europeia 2024
2024-05-25,2024,CRO,POR,2616.19,2629.95,W,Liga Europeia 2024
2024-05-25,2024,MKD,AZE,2476.29,2480.32,W,Liga Europeia 2024
2024-05-25,2024,AZE,MKD,2152.23,2148.21,L,Liga Europeia 2024
2024-05-25,2024,AUT,ISL,2360.44,2371.47,W,Liga Europeia 2024
2024-05-25,2024,ISL,AUT,2266.35,2255.31,L,Liga Europeia 2024
2024-05-26,2024,SLO,POL,2933.88,2956.50,W,Nations League 2024
2024-05-26,2024,POL,SLO,3128.39,3105.77,L,Nations League 2024
2024-05-26,2024,BRA,ITA,3007.84,2993.37,L,Nations League 2024
2024-05-26,2024,ITA,BRA,3019.96,3034.44,W,Nations League 2024
2024-05-26,2024,TUR,USA,2738.75,2733.00,L,Nations League 2024
2024-05-26,2024,USA,TUR,2988.93,2993.72,W,Nations League 2024
2024-05-26,2024,BUL,NED,2605.47,2597.42,L,Nations League 2024
2024-05-26,2024,NED,BUL,2779.48,2787.53,W,Nations League 2024
2024-05-26,2024,SRB,GER,2854.52,2831.70,L,Nations League 2024
2024-05-26,2024,GER,SRB,2653.54,2676.36,W,Nations League 2024
2024-05-26,2024,IRI,ARG,2728.88,2719.43,L,Nations League 2024
2024-05-26,2024,ARG,IRI,2863.90,2873.35,W,Nations League 2024
2024-05-26,2024,LUX,UKR,2256.82,2254.83,L,Liga Europeia 2024
2024-05-26,2024,UKR,LUX,2716.51,2718.50,W,Liga Europeia 2024
2024-05-26,2024,ESP,FIN,2510.05,2528.23,W,Liga Europeia 2024
2024-05-26,2024,FIN,ESP,2584.68,2566.51,L,Liga Europeia 2024
2024-05-26,2024,ROU,POR,2537.10,2523.67,L,Liga Europeia 2024
2024-05-26,2024,POR,ROU,2573.61,2587.04,W,Liga Europeia 2024
2024-05-26,2024,BEL,MKD,2547.75,2559.88,W,Liga Europeia 2024
2024-05-26,2024,MKD,BEL,2480.32,2468.19,L,Liga Europeia 2024
2024-05-26,2024,FAI,AUT,2237.78,2228.28,L,Liga Europeia 2024
2024-05-26,2024,AUT,FAI,2371.47,2380.97,W,Liga Europeia 2024
2024-05-30,2024,FIN,CZE,2566.51,2588.28,W,Liga Europeia 2024
2024-05-30,2024,CZE,FIN,2735.64,2713.87,L,Liga Europeia 2024
2024-05-31,2024,AZE,EST,2148.21,2146.23,L,Liga Europeia 2024
2024-05-31,2024,EST,AZE,2609.31,2611.28,W,Liga Europeia 2024
2024-05-31,2024,MKD,CRO,2468.19,2459.71,L,Liga Europeia 2024
2024-05-31,2024,CRO,MKD,2629.95,2638.43,W,Liga Europeia 2024
2024-05-31,2024,ROU,FIN,2523.67,2541.43,W,Liga Europeia 2024
2024-05-31,2024,FIN,ROU,2588.28,2573.49,L,Liga Europeia 2024
2024-05-31,2024,POR,UKR,2587.04,2577.46,L,Liga Europeia 2024
2024-05-31,2024,UKR,POR,2718.50,2728.08,W,Liga Europeia 2024
2024-05-31,2024,ISL,ISR,2255.31,2243.52,L,Liga Europeia 2024
2024-05-31,2024,ISR,ISL,2330.78,2342.57,W,Liga Europeia 2024
2024-06-01,2024,LUX,AZE,2254.83,2265.29,W,Liga Europeia 2024
2024-06-01,2024,AZE,LUX,2146.23,2137.52,L,Liga Europeia 2024
2024-06-01,2024,ESP,MKD,2528.23,2540.31,W,Liga Europeia 2024
2024-06-01,2024,MKD,ESP,2459.71,2449.64,L,Liga Europeia 2024
2024-06-01,2024,CZE,ROU,2713.87,2720.63,W,Liga Europeia 2024
2024-06-01,2024,ROU,CZE,2541.43,2534.67,L,Liga Europeia 2024
2024-06-01,2024,BEL,POR,2559.88,2575.63,W,Liga Europeia 2024
2024-06-01,2024,POR,BEL,2577.46,2564.33,L,Liga Europeia 2024
2024-06-01,2024,AUT,ISL,2380.97,2390.33,W,Liga Europeia 2024
2024-06-01,2024,ISL,AUT,2243.52,2235.72,L,Liga Europeia 2024
2024-06-02,2024,EST,LUX,2611.28,2614.29,W,Liga Europeia 2024
2024-06-02,2024,LUX,EST,2265.29,2262.29,L,Liga Europeia 2024
2024-06-02,2024,CRO,ESP,2638.43,2647.49,W,Liga Europeia 2024
2024-06-02,2024,ESP,CRO,2540.31,2531.25,L,Liga Europeia 2024
2024-06-02,2024,UKR,BEL,2728.08,2710.42,L,Liga Europeia 2024
2024-06-02,2024,BEL,UKR,2575.63,2593.29,W,Liga Europeia 2024
2024-06-02,2024,ISR,AUT,2342.57,2359.62,W,Liga Europeia 2024
2024-06-02,2024,AUT,ISR,2390.33,2373.28,L,Liga Europeia 2024
2024-06-04,2024,GER,BRA,2676.36,2672.19,L,Nations League 2024
2024-06-04,2024,BRA,GER,2993.37,2997.53,W,Nations League 2024
2024-06-04,2024,POL,BUL,3105.77,3107.30,W,Nations League 2024
2024-06-04,2024,BUL,POL,2597.42,2595.89,L,Nations League 2024
2024-06-04,2024,IRI,JPN,2719.43,2713.48,L,Nations League 2024
2024-06-04,2024,JPN,IRI,2962.21,2968.15,W,Nations League 2024
2024-06-04,2024,ARG,USA,2873.35,2863.35,L,Nations League 2024
2024-06-04,2024,USA,ARG,2993.72,3000.39,W,Nations League 2024
2024-06-04,2024,CAN,CUB,2681.52,2694.08,W,Nations League 2024
2024-06-04,2024,CUB,CAN,2772.58,2760.02,L,Nations League 2024
2024-06-05,2024,SLO,TUR,2956.50,2962.99,W,Nations League 2024
2024-06-05,2024,TUR,SLO,2733.00,2726.51,L,Nations League 2024
2024-06-05,2024,GER,JPN,2672.19,2668.35,L,Nations League 2024
2024-06-05,2024,JPN,GER,2968.15,2972.00,W,Nations League 2024
2024-06-05,2024,SRB,NED,2831.70,2844.80,W,Nations League 2024
2024-06-05,2024,NED,SRB,2787.53,2774.43,L,Nations League 2024
2024-06-05,2024,FRA,ITA,2954.98,2973.35,W,Nations League 2024
2024-06-05,2024,ITA,FRA,3034.44,3016.07,L,Nations League 2024
2024-06-06,2024,IRI,BRA,2713.48,2709.41,L,Nations League 2024
2024-06-06,2024,BRA,IRI,2997.53,3001.61,W,Nations League 2024
2024-06-06,2024,BUL,GER,2595.89,2585.96,L,Nations League 2024
2024-06-06,2024,GER,BUL,2668.35,2678.28,W,Nations League 2024
2024-06-06,2024,POL,TUR,3107.30,3109.81,W,Nations League 2024
2024-06-06,2024,TUR,POL,2726.51,2724.00,L,Nations League 2024
2024-06-06,2024,CUB,NED,2760.02,2750.43,L,Nations League 2024
2024-06-06,2024,NED,CUB,2774.43,2786.41,W,Nations League 2024
2024-06-06,2024,USA,ITA,3000.39,2990.84,L,Nations League 2024
2024-06-06,2024,ITA,USA,3016.07,3028.00,W,Nations League 2024
2024-06-06,2024,CAN,ARG,2694.08,2688.60,L,Nations League 2024
2024-06-06,2024,ARG,CAN,2863.35,2870.20,W,Nations League 2024
2024-06-07,2024,BUL,IRI,2585.96,2602.72,W,Nations League 2024
2024-06-07,2024,IRI,BUL,2709.41,2692.64,L,Nations League 2024
2024-06-07,2024,BRA,SLO,3001.61,2987.73,L,Nations League 2024
2024-06-07,2024,SLO,BRA,2962.99,2976.88,W,Nations League 2024
2024-06-07,2024,JPN,POL,2972.00,2964.22,L,Nations League 2024
2024-06-07,2024,POL,JPN,3109.81,3117.59,W,Nations League 2024
2024-06-07,2024,CUB,ITA,2750.43,2747.07,L,Nations League 2024
2024-06-07,2024,ITA,CUB,3028.00,3032.21,W,Nations League 2024
2024-06-07,2024,FRA,NED,2973.35,2979.70,W,Nations League 2024
2024-06-07,2024,NED,FRA,2786.41,2780.06,L,Nations League 2024
2024-06-07,2024,USA,SRB,2990.84,2996.87,W,Nations League 2024
2024-06-07,2024,SRB,USA,2844.80,2837.27,L,Nations League 2024
2024-06-07,2024,FAI,AUT,2228.28,2219.20,L,Liga Europeia 2024
2024-06-07,2024,AUT,FAI,2373.28,2382.36,W,Liga Europeia 2024
2024-06-08,2024,TUR,IRI,2724.00,2735.37,W,Nations League 2024
2024-06-08,2024,IRI,TUR,2692.64,2681.27,L,Nations League 2024
2024-06-08,2024,POL,BRA,3117.59,3100.63,L,Nations League 2024
2024-06-08,2024,BRA,POL,2987.73,3004.69,W,Nations League 2024
2024-06-08,2024,JPN,SLO,2964.22,2977.17,W,Nations League 2024
2024-06-08,2024,SLO,JPN,2976.88,2963.92,L,Nations League 2024
2024-06-08,2024,CUB,FRA,2747.07,2758.95,W,Nations League 2024
2024-06-08,2024,FRA,CUB,2979.70,2959.90,L,Nations League 2024
2024-06-08,2024,CAN,USA,2688.60,2705.70,W,Nations League 2024
2024-06-08,2024,USA,CAN,2996.87,2979.77,L,Nations League 2024
2024-06-08,2024,SRB,ARG,2837.27,2825.95,L,Nations League 2024
2024-06-08,2024,ARG,SRB,2870.20,2881.52,W,Nations League 2024
2024-06-08,2024,ISR,FAI,2359.62,2368.87,W,Liga Europeia 2024
2024-06-08,2024,FAI,ISR,2219.20,2211.50,L,Liga Europeia 2024
2024-06-09,2024,TUR,GER,2735.37,2720.84,L,Nations League 2024
2024-06-09,2024,GER,TUR,2678.28,2692.81,W,Nations League 2024
2024-06-09,2024,BUL,SLO,2602.72,2599.94,L,Nations League 2024
2024-06-09,2024,SLO,BUL,2963.92,2966.70,W,Nations League 2024
2024-06-09,2024,ITA,NED,3032.21,3036.95,W,Nations League 2024
2024-06-09,2024,NED,ITA,2780.06,2775.31,L,Nations League 2024
2024-06-09,2024,ARG,FRA,2881.52,2871.79,L,Nations League 2024
2024-06-09,2024,FRA,ARG,2959.90,2969.62,W,Nations League 2024
2024-06-09,2024,CAN,SRB,2705.70,2700.70,L,Nations League 2024
2024-06-09,2024,SRB,CAN,2825.95,2834.29,W,Nations League 2024
2024-06-09,2024,AUT,ISR,2382.36,2369.37,L,Liga Europeia 2024
2024-06-09,2024,ISR,AUT,2368.87,2381.85,W,Liga Europeia 2024
2024-06-13,2024,ISR,AUT,2381.85,2393.90,W,Liga Europeia 2024
2024-06-13,2024,AUT,ISR,2369.37,2357.32,L,Liga Europeia 2024
2024-06-15,2024,CRO,EST,2647.49,2658.80,W,Liga Europeia 2024
2024-06-15,2024,EST,CRO,2614.29,2602.98,L,Liga Europeia 2024
2024-06-15,2024,CZE,UKR,2720.63,2707.76,L,Liga Europeia 2024
2024-06-15,2024,UKR,CZE,2710.42,2723.29,W,Liga Europeia 2024
2024-06-16,2024,EST,CZE,2602.98,2594.14,L,Liga Europeia 2024
2024-06-16,2024,CZE,EST,2707.76,2716.60,W,Liga Europeia 2024
2024-06-16,2024,CRO,UKR,2658.80,2648.59,L,Liga Europeia 2024
2024-06-16,2024,UKR,CRO,2723.29,2733.49,W,Liga Europeia 2024
2024-06-18,2024,NED,BRA,2775.31,2770.04,L,Nations League 2024
2024-06-18,2024,BRA,NED,3004.69,3009.96,W,Nations League 2024
2024-06-18,2024,CAN,JPN,2700.70,2713.16,W,Nations League 2024
2024-06-18,2024,JPN,CAN,2977.17,2956.40,L,Nations League 2024
2024-06-18,2024,BUL,TUR,2599.94,2616.63,W,Nations League 2024
2024-06-18,2024,TUR,BUL,2720.84,2704.15,L,Nations League 2024
2024-06-18,2024,SLO,ARG,2966.70,2975.87,W,Nations League 2024
2024-06-18,2024,ARG,SLO,2871.79,2862.62,L,Nations League 2024
2024-06-19,2024,GER,FRA,2692.81,2713.59,W,Nations League 2024
2024-06-19,2024,FRA,GER,2969.62,2948.85,L,Nations League 2024
2024-06-19,2024,IRI,USA,2681.27,2702.47,W,Nations League 2024
2024-06-19,2024,USA,IRI,2979.77,2967.05,L,Nations League 2024
2024-06-19,2024,CUB,SRB,2758.95,2753.05,L,Nations League 2024
2024-06-19,2024,SRB,CUB,2834.29,2844.12,W,Nations League 2024
2024-06-19,2024,ITA,POL,3036.95,3026.72,L,Nations League 2024
2024-06-19,2024,POL,ITA,3100.63,3110.86,W,Nations League 2024
2024-06-20,2024,GER,CAN,2713.59,2703.58,L,Nations League 2024
2024-06-20,2024,CAN,GER,2713.16,2720.67,W,Nations League 2024
2024-06-20,2024,IRI,NED,2702.47,2714.39,W,Nations League 2024
2024-06-20,2024,NED,IRI,2770.04,2758.12,L,Nations League 2024
2024-06-20,2024,BRA,USA,3009.96,2998.73,L,Nations League 2024
2024-06-20,2024,USA,BRA,2967.05,2975.47,W,Nations League 2024
2024-06-20,2024,TUR,ARG,2704.15,2698.42,L,Nations League 2024
2024-06-20,2024,ARG,TUR,2862.62,2868.35,W,Nations League 2024
2024-06-20,2024,BUL,ITA,2616.63,2614.90,L,Nations League 2024
2024-06-20,2024,ITA,BUL,3026.72,3028.44,W,Nations League 2024
2024-06-20,2024,CUB,SLO,2753.05,2749.80,L,Nations League 2024
2024-06-20,2024,SLO,CUB,2975.87,2980.21,W,Nations League 2024
2024-06-21,2024,IRI,FRA,2714.39,2710.27,L,Nations League 2024
2024-06-21,2024,FRA,IRI,2948.85,2952.96,W,Nations League 2024
2024-06-21,2024,CAN,BRA,2720.67,2733.15,W,Nations League 2024
2024-06-21,2024,BRA,CAN,2998.73,2982.09,L,Nations League 2024
2024-06-21,2024,NED,JPN,2758.12,2753.28,L,Nations League 2024
2024-06-21,2024,JPN,NED,2956.40,2961.24,W,Nations League 2024
2024-06-21,2024,ARG,POL,2868.35,2864.38,L,Nations League 2024
2024-06-21,2024,POL,ARG,3110.86,3114.83,W,Nations League 2024
2024-06-21,2024,BUL,CUB,2614.90,2608.60,L,Nations League 2024
2024-06-21,2024,CUB,BUL,2749.80,2754.52,W,Nations League 2024
2024-06-21,2024,TUR,SRB,2698.42,2692.39,L,Nations League 2024
2024-06-21,2024,SRB,TUR,2844.12,2850.15,W,Nations League 2024
2024-06-22,2024,GER,USA,2703.58,2700.12,L,Nations League 2024
2024-06-22,2024,USA,GER,2975.47,2978.06,W,Nations League 2024
2024-06-22,2024,CAN,NED,2733.15,2738.44,W,Nations League 2024
2024-06-22,2024,NED,CAN,2753.28,2742.70,L,Nations League 2024
2024-06-22,2024,FRA,JPN,2952.96,2943.20,L,Nations League 2024
2024-06-22,2024,JPN,FRA,2961.24,2971.00,W,Nations League 2024
2024-06-22,2024,BUL,ARG,2608.60,2604.87,L,Nations League 2024
2024-06-22,2024,ARG,BUL,2864.38,2868.12,W,Nations League 2024
2024-06-22,2024,SRB,POL,2850.15,2846.57,L,Nations League 2024
2024-06-22,2024,POL,SRB,3114.83,3118.41,W,Nations League 2024
2024-06-22,2024,SLO,ITA,2980.21,2991.59,W,Nations League 2024
2024-06-22,2024,ITA,SLO,3028.44,3017.06,L,Nations League 2024
2024-06-23,2024,GER,IRI,2700.12,2710.41,W,Nations League 2024
2024-06-23,2024,IRI,GER,2710.27,2699.98,L,Nations League 2024
2024-06-23,2024,FRA,BRA,2943.20,2954.32,W,Nations League 2024
2024-06-23,2024,BRA,FRA,2982.09,2970.98,L,Nations League 2024
2024-06-23,2024,JPN,USA,2971.00,2981.21,W,Nations League 2024
2024-06-23,2024,USA,JPN,2978.06,2970.41,L,Nations League 2024
2024-06-23,2024,CUB,POL,2754.52,2753.43,L,Nations League 2024
2024-06-23,2024,POL,CUB,3118.41,3120.60,W,Nations League 2024
2024-06-23,2024,TUR,ITA,2692.39,2689.71,L,Nations League 2024
2024-06-23,2024,ITA,TUR,3017.06,3019.74,W,Nations League 2024
2024-06-23,2024,SRB,SLO,2846.57,2840.52,L,Nations League 2024
2024-06-23,2024,SLO,SRB,2991.59,2997.64,W,Nations League 2024
2024-06-27,2024,JPN,CAN,2981.21,2985.17,W,Nations League 2024
2024-06-27,2024,CAN,JPN,2738.44,2736.46,L,Nations League 2024
2024-06-27,2024,POL,BRA,3120.60,3126.54,W,Nations League 2024
2024-06-27,2024,BRA,POL,2970.98,2965.04,L,Nations League 2024
2024-06-28,2024,ITA,FRA,3019.74,3007.88,L,Nations League 2024
2024-06-28,2024,FRA,ITA,2954.32,2966.18,W,Nations League 2024
2024-06-28,2024,SLO,ARG,2997.64,3004.08,W,Nations League 2024
2024-06-28,2024,ARG,SLO,2868.12,2861.68,L,Nations League 2024
2024-06-29,2024,POL,FRA,3126.54,3115.81,L,Nations League 2024
2024-06-29,2024,FRA,POL,2966.18,2976.91,W,Nations League 2024
2024-06-29,2024,SLO,JPN,3004.08,2996.17,L,Nations League 2024
2024-06-29,2024,JPN,SLO,2985.17,2993.08,W,Nations League 2024
2024-06-30,2024,SLO,POL,2996.17,2991.16,L,Nations League 2024
2024-06-30,2024,POL,SLO,3115.81,3120.82,W,Nations League 2024
2024-06-30,2024,JPN,FRA,2993.08,2985.23,L,Nations League 2024
2024-06-30,2024,FRA,JPN,2976.91,2984.76,W,Nations League 2024
2024-07-04,2024,CHN,MEX,2591.21,2604.30,W,Challenger Cup 2024
2024-07-04,2024,MEX,CHN,2546.73,2533.64,L,Challenger Cup 2024
2024-07-04,2024,BEL,CRO,2593.29,2607.76,W,Challenger Cup 2024
2024-07-04,2024,CRO,BEL,2648.59,2634.12,L,Challenger Cup 2024
2024-07-05,2024,UKR,CHI,2733.49,2737.79,W,Challenger Cup 2024
2024-07-05,2024,CHI,UKR,2460.35,2455.19,L,Challenger Cup 2024
2024-07-05,2024,EGY,QAT,2580.42,2594.75,W,Challenger Cup 2024
2024-07-05,2024,QAT,EGY,2564.73,2550.41,L,Challenger Cup 2024
2024-07-06,2024,CHN,EGY,2604.30,2618.89,W,Challenger Cup 2024
2024-07-06,2024,EGY,CHN,2594.75,2580.16,L,Challenger Cup 2024
2024-07-06,2024,UKR,BEL,2737.79,2720.82,L,Challenger Cup 2024
2024-07-06,2024,BEL,UKR,2607.76,2624.74,W,Challenger Cup 2024
2024-07-07,2024,EGY,UKR,2580.16,2600.92,W,Challenger Cup 2024
2024-07-07,2024,UKR,EGY,2720.82,2706.98,L,Challenger Cup 2024
2024-07-07,2024,CHN,BEL,2618.89,2634.14,W,Challenger Cup 2024
2024-07-07,2024,BEL,CHN,2624.74,2612.03,L,Challenger Cup 2024
2024-07-27,2024,JPN,GER,2985.23,2972.79,L,Jogos Olimpicos 2024
2024-07-27,2024,GER,JPN,2710.41,2727.00,W,Jogos Olimpicos 2024
2024-07-27,2024,ITA,BRA,3007.88,3014.46,W,Jogos Olimpicos 2024
2024-07-27,2024,BRA,ITA,2965.04,2958.46,L,Jogos Olimpicos 2024
2024-07-27,2024,POL,EGY,3120.82,3121.54,W,Jogos Olimpicos 2024
2024-07-27,2024,EGY,POL,2600.92,2599.49,L,Jogos Olimpicos 2024
2024-07-27,2024,USA,ARG,2970.41,2973.90,W,Jogos Olimpicos 2024
2024-07-27,2024,ARG,USA,2861.68,2856.45,L,Jogos Olimpicos 2024
2024-07-28,2024,FRA,SRB,2984.76,2989.32,W,Jogos Olimpicos 2024
2024-07-28,2024,SRB,FRA,2840.52,2834.45,L,Jogos Olimpicos 2024
2024-07-28,2024,SLO,CAN,2991.16,2993.97,W,Jogos Olimpicos 2024
2024-07-28,2024,CAN,SLO,2736.46,2734.59,L,Jogos Olimpicos 2024
2024-07-30,2024,ITA,EGY,3014.46,3015.72,W,Jogos Olimpicos 2024
2024-07-30,2024,EGY,ITA,2599.49,2596.97,L,Jogos Olimpicos 2024
2024-07-30,2024,USA,GER,2973.90,2975.84,W,Jogos Olimpicos 2024
2024-07-30,2024,GER,USA,2727.00,2724.08,L,Jogos Olimpicos 2024
2024-07-30,2024,SLO,SRB,2993.97,2998.25,W,Jogos Olimpicos 2024
2024-07-30,2024,SRB,SLO,2834.45,2830.17,L,Jogos Olimpicos 2024
2024-07-30,2024,FRA,CAN,2989.32,2992.13,W,Jogos Olimpicos 2024
2024-07-30,2024,CAN,FRA,2734.59,2732.71,L,Jogos Olimpicos 2024
2024-07-31,2024,POL,BRA,3121.54,3125.76,W,Jogos Olimpicos 2024
2024-07-31,2024,BRA,POL,2958.46,2954.24,L,Jogos Olimpicos 2024
2024-07-31,2024,JPN,ARG,2972.79,2977.87,W,Jogos Olimpicos 2024
2024-07-31,2024,ARG,JPN,2856.45,2851.38,L,Jogos Olimpicos 2024
2024-08-02,2024,ARG,GER,2851.38,2841.24,L,Jogos Olimpicos 2024
2024-08-02,2024,GER,ARG,2724.08,2734.21,W,Jogos Olimpicos 2024
2024-08-02,2024,BRA,EGY,2954.24,2955.94,W,Jogos Olimpicos 2024
2024-08-02,2024,EGY,BRA,2596.97,2594.13,L,Jogos Olimpicos 2024
2024-08-02,2024,FRA,SLO,2992.13,2987.22,L,Jogos Olimpicos 2024
2024-08-02,2024,SLO,FRA,2998.25,3003.16,W,Jogos Olimpicos 2024
2024-08-02,2024,JPN,USA,2977.87,2972.84,L,Jogos Olimpicos 2024
2024-08-02,2024,USA,JPN,2975.84,2980.87,W,Jogos Olimpicos 2024
2024-08-03,2024,POL,ITA,3125.76,3119.22,L,Jogos Olimpicos 2024
2024-08-03,2024,ITA,POL,3015.72,3025.52,W,Jogos Olimpicos 2024
2024-08-03,2024,CAN,SRB,2732.71,2729.08,L,Jogos Olimpicos 2024
2024-08-03,2024,SRB,CAN,2830.17,2835.62,W,Jogos Olimpicos 2024
2024-08-05,2024,FRA,GER,2987.22,2989.11,W,Jogos Olimpicos 2024
2024-08-05,2024,GER,FRA,2734.21,2731.38,L,Jogos Olimpicos 2024
2024-08-05,2024,USA,BRA,2980.87,2985.51,W,Jogos Olimpicos 2024
2024-08-05,2024,BRA,USA,2955.94,2948.98,L,Jogos Olimpicos 2024
2024-08-05,2024,SLO,POL,3003.16,2999.77,L,Jogos Olimpicos 2024
2024-08-05,2024,POL,SLO,3119.22,3122.61,W,Jogos Olimpicos 2024
2024-08-05,2024,ITA,JPN,3025.52,3031.89,W,Jogos Olimpicos 2024
2024-08-05,2024,JPN,ITA,2972.84,2968.59,L,Jogos Olimpicos 2024
2024-08-07,2024,ITA,FRA,3031.89,3026.27,L,Jogos Olimpicos 2024
2024-08-07,2024,FRA,ITA,2989.11,2994.72,W,Jogos Olimpicos 2024
2024-08-07,2024,POL,USA,3122.61,3125.74,W,Jogos Olimpicos 2024
2024-08-07,2024,USA,POL,2985.51,2982.39,L,Jogos Olimpicos 2024
2024-08-09,2024,ITA,USA,3026.27,3020.65,L,Jogos Olimpicos 2024
2024-08-09,2024,USA,ITA,2982.39,2988.02,W,Jogos Olimpicos 2024
2024-08-10,2024,FRA,POL,2994.72,3001.52,W,Jogos Olimpicos 2024
2024-08-10,2024,POL,FRA,3125.74,3118.94,L,Jogos Olimpicos 2024
2025-06-06,2025,CRO,ISR,2634.12,2610.14,L,Liga Europeia 2025
2025-06-06,2025,ISR,CRO,2393.90,2417.89,W,Liga Europeia 2025
2025-06-06,2025,FIN,SVK,2573.49,2582.60,W,Liga Europeia 2025
2025-06-06,2025,SVK,FIN,2429.32,2420.21,L,Liga Europeia 2025
2025-06-06,2025,ESP,GRE,2531.25,2514.98,L,Liga Europeia 2025
2025-06-06,2025,GRE,ESP,2501.82,2518.09,W,Liga Europeia 2025
2025-06-06,2025,MNE,ROU,2562.25,2546.06,L,Liga Europeia 2025
2025-06-06,2025,ROU,MNE,2534.67,2550.86,W,Liga Europeia 2025
2025-06-06,2025,ISL,LUX,2235.72,2221.87,L,Liga Europeia 2025
2025-06-06,2025,LUX,ISL,2262.29,2276.14,W,Liga Europeia 2025
2025-06-06,2025,AZE,SWE,2137.52,2131.09,L,Liga Europeia 2025
2025-06-06,2025,SWE,AZE,2363.37,2369.80,W,Liga Europeia 2025
2025-06-07,2025,CZE,CRO,2716.60,2727.14,W,Liga Europeia 2025
2025-06-07,2025,CRO,CZE,2610.14,2599.60,L,Liga Europeia 2025
2025-06-07,2025,MKD,FIN,2449.64,2440.12,L,Liga Europeia 2025
2025-06-07,2025,FIN,MKD,2582.60,2592.12,W,Liga Europeia 2025
2025-06-07,2025,POR,ESP,2564.33,2547.21,L,Liga Europeia 2025
2025-06-07,2025,ESP,POR,2514.98,2532.10,W,Liga Europeia 2025
2025-06-07,2025,LAT,MNE,2500.10,2517.07,W,Liga Europeia 2025
2025-06-07,2025,MNE,LAT,2546.06,2529.09,L,Liga Europeia 2025
2025-06-07,2025,AUT,ISL,2357.32,2366.75,W,Liga Europeia 2025
2025-06-07,2025,ISL,AUT,2221.87,2212.44,L,Liga Europeia 2025
2025-06-07,2025,GEO,AZE,2126.51,2111.71,L,Liga Europeia 2025
2025-06-07,2025,AZE,GEO,2131.09,2145.90,W,Liga Europeia 2025
2025-06-08,2025,ISR,CZE,2417.89,2443.56,W,Liga Europeia 2025
2025-06-08,2025,CZE,ISR,2727.14,2701.47,L,Liga Europeia 2025
2025-06-08,2025,SVK,MKD,2420.21,2436.06,W,Liga Europeia 2025
2025-06-08,2025,MKD,SVK,2440.12,2424.26,L,Liga Europeia 2025
2025-06-08,2025,GRE,POR,2518.09,2534.34,W,Liga Europeia 2025
2025-06-08,2025,POR,GRE,2547.21,2530.96,L,Liga Europeia 2025
2025-06-08,2025,ROU,LAT,2550.86,2564.40,W,Liga Europeia 2025
2025-06-08,2025,LAT,ROU,2517.07,2503.53,L,Liga Europeia 2025
2025-06-08,2025,LUX,AUT,2276.14,2294.97,W,Liga Europeia 2025
2025-06-08,2025,AUT,LUX,2366.75,2347.93,L,Liga Europeia 2025
2025-06-08,2025,SWE,GEO,2369.80,2375.34,W,Liga Europeia 2025
2025-06-08,2025,GEO,SWE,2111.71,2106.17,L,Liga Europeia 2025
2025-06-11,2025,POL,NED,3118.94,3122.02,W,Nations League 2025
2025-06-11,2025,NED,POL,2742.70,2739.62,L,Nations League 2025
2025-06-11,2025,CHN,JPN,2634.14,2630.32,L,Nations League 2025
2025-06-11,2025,JPN,CHN,2968.59,2972.41,W,Nations League 2025
2025-06-11,2025,SRB,TUR,2835.62,2844.67,W,Nations League 2025
2025-06-11,2025,TUR,SRB,2689.71,2680.67,L,Nations League 2025
2025-06-11,2025,BUL,ITA,2604.87,2602.36,L,Nations League 2025
2025-06-11,2025,ITA,BUL,3020.65,3023.16,W,Nations League 2025
2025-06-11,2025,UKR,USA,2706.98,2732.01,W,Nations League 2025
2025-06-11,2025,USA,UKR,2988.02,2962.98,L,Nations League 2025
2025-06-11,2025,ARG,FRA,2841.24,2862.71,W,Nations League 2025
2025-06-11,2025,FRA,ARG,3001.52,2980.05,L,Nations League 2025
2025-06-11,2025,BRA,IRI,2948.98,2954.75,W,Nations League 2025
2025-06-11,2025,IRI,BRA,2699.98,2694.20,L,Nations League 2025
2025-06-11,2025,GER,CAN,2731.38,2716.28,L,Nations League 2025
2025-06-11,2025,CAN,GER,2729.08,2744.18,W,Nations League 2025
2025-06-11,2025,SLO,CUB,2999.77,3005.62,W,Nations League 2025
2025-06-11,2025,CUB,SLO,2753.43,2747.58,L,Nations League 2025
2025-06-12,2025,CHN,SRB,2630.32,2653.56,W,Nations League 2025
2025-06-12,2025,SRB,CHN,2844.67,2821.43,L,Nations League 2025
2025-06-12,2025,POL,JPN,3122.02,3130.93,W,Nations League 2025
2025-06-12,2025,JPN,POL,2972.41,2963.50,L,Nations League 2025
2025-06-12,2025,GER,ITA,2716.28,2711.90,L,Nations League 2025
2025-06-12,2025,ITA,GER,3023.16,3027.54,W,Nations League 2025
